,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2024-03-21 12:13:04,2024-03-14 15:30:00,2540,21.0,2186,364,3639,215,3634,13541,2023-11-01 13:36:46,1.8.0,79403.0,1102.0,89,Machine Learning Toolkit for Kubernetes.,41.0,41.0,308,33,True,1,,,
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2024-03-13 12:09:03,2024-01-23 10:42:08,4100,11.0,2308,476,2297,97,881,17213,2024-01-15 15:33:51,3.5.0,,,58,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2344.0,2344.0,614,32,True,3,,,
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2024-03-20 16:15:28,2024-03-20 14:18:48,3007,298.0,718,71,3361,199,800,6416,2024-03-20 09:43:09,1.2.8,1790.0,33.0,100,Build Production-Grade AI Applications.,1664.0,1664.0,194,32,True,2,"['tensorflow', 'pytorch', 'onnx']",1.0,
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2024-03-21 13:02:37,2024-03-21 13:02:34,8401,251.0,2119,240,748,48,1401,6071,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,228,32,True,2,['tensorflow'],,
14,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2024-03-21 17:38:12,2024-03-21 16:00:01,22373,181.0,559,164,6776,704,2388,6065,2024-03-13 19:37:17,2.7.7,27708.0,3078.0,100,Data-Centric Pipelines and Data Versioning.,,,195,31,True,3,,,
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2024-03-20 21:55:21,2024-03-19 22:52:05,3721,96.0,787,57,1490,315,1222,3922,2024-03-15 00:03:31,0.10.0,5630.0,119.0,21,"Serve, optimize and scale PyTorch models in production.",624.0,624.0,186,31,True,3,['pytorch'],,
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2024-03-17 13:13:19,2024-03-17 13:07:40,2326,68.0,616,93,253,436,530,5149,2024-02-21 14:44:28,1.14.4,2238.0,39.0,95,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",999.0,999.0,93,30,True,3,,,
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2024-03-21 17:21:19,2024-03-21 17:21:18,3309,67.0,1343,137,3485,354,3029,7136,2024-03-01 01:13:32,2.43.0,209623.0,3275.0,64,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,118,29,True,3,"['tensorflow', 'pytorch']",,
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2024-02-17 21:47:07,2022-09-22 22:12:32,449,,5889,396,245,403,364,21608,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1182.0,1182.0,109,28,False,1,,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2024-03-20 11:41:54,2024-03-20 11:41:53,873,59.0,677,279,1154,244,365,7477,2024-03-14 17:27:14,2.11.5,,,100,"Build and manage real-life ML, AI, and data science projects with ease!.",610.0,610.0,83,28,True,3,,1.0,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2024-03-20 15:58:56,2024-03-20 15:58:53,1445,6.0,479,77,730,285,427,5154,2023-10-31 09:04:25,0.5.5,1053.0,35.0,44,Voil turns Jupyter notebooks into standalone web applications.,10898.0,10898.0,68,27,False,3,,-1.0,
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,,2017-12-20 14:51:54,2024-03-21 16:57:47,2024-03-21 10:28:40,7320,16.0,812,84,3175,99,2186,4164,2024-03-21 16:18:59,2.8.1,940.0,12.0,69,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",540.0,540.0,205,27,False,3,"['tensorflow', 'pytorch', 'onnx']",-1.0,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2024-02-17 21:29:54,2023-11-13 07:19:19,1344,,364,71,367,97,460,4150,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2901.0,2901.0,105,27,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2024-03-21 17:55:05,2024-03-21 05:22:12,5573,128.0,681,88,5815,33,852,2066,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,182,24,True,1,['tensorflow'],-1.0,
